,pokemon_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
276,230,Kingdra,Seedraking,ã‚­ãƒ³ã‚°ãƒ‰ãƒ© (Kingdra),2,Normal,Dragon PokÃ©mon,2,Water,Dragon,1.8,152,3,Swift Swim,Sniper,Damp,540,75,95,95,95,95,85,45,70,243,Medium Fast,2,Dragon,Water 1,50,20,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
277,231,Phanpy,Phanpy,ã‚´ãƒžã‚¾ã‚¦ (Gomazou),2,Normal,Long Nose PokÃ©mon,1,Ground,,0.5,33.5,2,Pickup,,Sand Veil,330,90,60,60,40,40,40,120,70,66,Medium Fast,1,Field,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
278,232,Donphan,Donphan,ãƒ‰ãƒ³ãƒ•ã‚¡ãƒ³ (Donfan),2,Normal,Armor PokÃ©mon,1,Ground,,1.1,120,2,Sturdy,,Sand Veil,500,90,120,120,60,60,50,60,70,175,Medium Fast,1,Field,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
279,233,Porygon2,Porygon2,ãƒãƒªã‚´ãƒ³ï¼’ (Porygon2),2,Normal,Virtual PokÃ©mon,1,Normal,,0.6,32.5,3,Trace,Download,Analytic,515,85,80,90,105,95,60,45,70,180,Medium Fast,1,Mineral,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
280,234,Stantler,Damhirplex,ã‚ªãƒ‰ã‚·ã‚· (Odoshishi),2,Normal,Big Horn PokÃ©mon,1,Normal,,1.4,71.2,3,Intimidate,Frisk,Sap Sipper,465,73,95,62,85,65,85,45,70,163,Slow,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
281,235,Smeargle,Farbeagle,ãƒ‰ãƒ¼ãƒ–ãƒ« (Doble),2,Normal,Painter PokÃ©mon,1,Normal,,1.2,58,3,Own Tempo,Technician,Moody,250,55,20,35,20,45,75,45,70,88,Fast,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
282,236,Tyrogue,Rabauz,ãƒãƒ«ã‚­ãƒ¼ (Balkie),2,Normal,Scuffle PokÃ©mon,1,Fighting,,0.7,21,3,Guts,Steadfast,Vital Spirit,210,35,35,35,35,35,35,75,70,42,Medium Fast,1,Undiscovered,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
283,237,Hitmontop,Kapoera,ã‚«ãƒã‚¨ãƒ©ãƒ¼ (Kapoerer),2,Normal,Handstand PokÃ©mon,1,Fighting,,1.4,48,3,Intimidate,Technician,Steadfast,455,50,95,95,35,110,70,45,70,159,Medium Fast,1,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
284,238,Smoochum,Kussilla,ãƒ ãƒãƒ¥ãƒ¼ãƒ« (Muchul),2,Normal,Kiss PokÃ©mon,2,Ice,Psychic,0.4,6,3,Oblivious,Forewarn,Hydration,305,45,30,15,85,65,65,45,70,61,Medium Fast,1,Undiscovered,,0,25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
285,239,Elekid,Elekid,ã‚¨ãƒ¬ã‚­ãƒƒãƒ‰ (Elekid),2,Normal,Electric PokÃ©mon,1,Electric,,0.6,23.5,2,Static,,Vital Spirit,360,45,63,37,65,55,95,45,70,72,Medium Fast,1,Undiscovered,,75,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
286,240,Magby,Magby,ãƒ–ãƒ“ã‚£ (Buby),2,Normal,Live Coal PokÃ©mon,1,Fire,,0.7,21.4,2,Flame Body,,Vital Spirit,365,45,75,37,70,55,83,45,70,73,Medium Fast,1,Undiscovered,,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
287,241,Miltank,Miltank,ãƒŸãƒ«ã‚¿ãƒ³ã‚¯ (Miltank),2,Normal,Milk Cow PokÃ©mon,1,Normal,,1.2,75.5,3,Thick Fat,Scrappy,Sap Sipper,490,95,80,105,40,70,100,45,70,172,Slow,1,Field,,0,20,1,0.5,1,1,1,0.5,2,1,1,1,1,1,1,0,1,1,1,1
288,242,Blissey,Heiteira,ãƒãƒ”ãƒŠã‚¹ (Happinas),2,Normal,Happiness PokÃ©mon,1,Normal,,1.5,46.8,3,Natural Cure,Serene Grace,Healer,540,255,10,10,75,135,55,30,140,608,Fast,1,Fairy,,0,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
289,243,Raikou,Raikou,ãƒ©ã‚¤ã‚³ã‚¦ (Raikou),2,Sub Legendary,Thunder PokÃ©mon,1,Electric,,1.9,178,2,Pressure,,Inner Focus,580,90,85,75,115,100,115,3,35,261,Slow,1,Undiscovered,,,80,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
290,244,Entei,Entei,ã‚¨ãƒ³ãƒ†ã‚¤ (Entei),2,Sub Legendary,Volcano PokÃ©mon,1,Fire,,2.1,198,2,Pressure,,Inner Focus,580,115,115,85,90,75,100,3,35,261,Slow,1,Undiscovered,,,80,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
291,245,Suicune,Suicune,ã‚¹ã‚¤ã‚¯ãƒ³ (Suicune),2,Sub Legendary,Aurora PokÃ©mon,1,Water,,2,187,2,Pressure,,Inner Focus,580,100,75,115,90,115,85,3,35,261,Slow,1,Undiscovered,,,80,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
292,246,Larvitar,Larvitar,ãƒ¨ãƒ¼ã‚®ãƒ©ã‚¹ (Yogiras),2,Normal,Rock Skin PokÃ©mon,2,Rock,Ground,0.6,72,2,Guts,,Sand Veil,300,50,64,50,45,50,41,45,35,60,Slow,1,Monster,,50,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
293,247,Pupitar,Pupitar,ã‚µãƒŠã‚®ãƒ©ã‚¹ (Sanagiras),2,Normal,Hard Shell PokÃ©mon,2,Rock,Ground,1.2,152,1,Shed Skin,,,410,70,84,70,65,70,51,45,35,144,Slow,1,Monster,,50,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
294,248,Tyranitar,Despotar,ãƒãƒ³ã‚®ãƒ©ã‚¹ (Bangiras),2,Normal,Armor PokÃ©mon,2,Rock,Dark,2,202,2,Sand Stream,,Unnerve,600,100,134,110,95,100,61,45,35,270,Slow,1,Monster,,50,40,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
295,248,Mega Tyranitar,Despotar,ãƒãƒ³ã‚®ãƒ©ã‚¹ (Bangiras),2,Normal,Armor PokÃ©mon,2,Rock,Dark,2.5,255,1,Sand Stream,,,700,100,164,150,95,120,71,45,35,315,Slow,1,Monster,,50,40,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
296,249,Lugia,Lugia,ãƒ«ã‚®ã‚¢ (Lugia),2,Legendary,Diving PokÃ©mon,2,Psychic,Flying,5.2,216,2,Pressure,,Multiscale,680,106,90,130,90,154,110,3,0,306,Slow,1,Undiscovered,,,120,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
297,250,Ho-oh,Ho-Oh,ãƒ›ã‚¦ã‚ªã‚¦ (Houou),2,Legendary,Rainbow PokÃ©mon,2,Fire,Flying,3.8,199,2,Pressure,,Regenerator,680,106,130,90,110,154,90,3,0,306,Slow,1,Undiscovered,,,120,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
298,251,Celebi,Celebi,ã‚»ãƒ¬ãƒ“ã‚£ (Celebi),2,Mythical,Time Travel PokÃ©mon,2,Psychic,Grass,0.6,5,1,Natural Cure,,,600,100,100,100,100,100,100,45,100,270,Medium Slow,1,Undiscovered,,,120,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
299,252,Treecko,Geckarbor,ã‚­ãƒ¢ãƒª (Kimori),3,Normal,Wood Gecko PokÃ©mon,1,Grass,,0.5,5,2,Overgrow,,Unburden,310,40,45,35,65,55,70,45,70,62,Medium Slow,2,Dragon,Monster,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
300,253,Grovyle,Reptain,ã‚¸ãƒ¥ãƒ—ãƒˆãƒ« (Juptile),3,Normal,Wood Gecko PokÃ©mon,1,Grass,,0.9,21.6,2,Overgrow,,Unburden,405,50,65,45,85,65,95,45,70,142,Medium Slow,2,Dragon,Monster,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
301,254,Sceptile,Gewaldro,ã‚¸ãƒ¥ã‚«ã‚¤ãƒ³ (Jukain),3,Normal,Forest PokÃ©mon,1,Grass,,1.7,52.2,2,Overgrow,,Unburden,530,70,85,65,105,85,120,45,70,239,Medium Slow,2,Dragon,Monster,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
302,254,Mega Sceptile,Gewaldro,ã‚¸ãƒ¥ã‚«ã‚¤ãƒ³ (Jukain),3,Normal,Forest PokÃ©mon,2,Grass,Dragon,1.9,55.2,1,Lightning Rod,,,630,70,110,75,145,85,145,45,70,284,Medium Slow,2,Dragon,Monster,87.5,20,1,1,0.25,0,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
303,255,Torchic,Flemmli,ã‚¢ãƒãƒ£ãƒ¢ (Achamo),3,Normal,Chick PokÃ©mon,1,Fire,,0.4,2.5,2,Blaze,,Speed Boost,310,45,60,40,70,50,45,45,70,62,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
304,256,Combusken,Jungglut,ãƒ¯ã‚«ã‚·ãƒ£ãƒ¢ (Wakasyamo),3,Normal,Young Fowl PokÃ©mon,2,Fire,Fighting,0.9,19.5,2,Blaze,,Speed Boost,405,60,85,60,85,60,55,45,70,142,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
305,257,Blaziken,Lohgock,ãƒã‚·ãƒ£ãƒ¼ãƒ¢ (Bursyamo),3,Normal,Blaze PokÃ©mon,2,Fire,Fighting,1.9,52,2,Blaze,,Speed Boost,530,80,120,70,110,70,80,45,70,239,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
306,257,Mega Blaziken,Lohgock,ãƒã‚·ãƒ£ãƒ¼ãƒ¢ (Bursyamo),3,Normal,Blaze PokÃ©mon,2,Fire,Fighting,1.9,52,1,Speed Boost,,,630,80,160,80,130,80,100,45,70,284,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
307,258,Mudkip,Hydropi,ãƒŸã‚ºã‚´ãƒ­ã‚¦ (Mizugorou),3,Normal,Mud Fish PokÃ©mon,1,Water,,0.4,7.6,2,Torrent,,Damp,310,50,70,50,50,50,40,45,70,62,Medium Slow,2,Monster,Water 1,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
308,259,Marshtomp,Moorabbel,ãƒŒãƒžã‚¯ãƒ­ãƒ¼ (Numacraw),3,Normal,Mud Fish PokÃ©mon,2,Water,Ground,0.7,28,2,Torrent,,Damp,405,70,85,70,60,70,50,45,70,142,Medium Slow,2,Monster,Water 1,87.5,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
309,260,Swampert,Sumpex,ãƒ©ã‚°ãƒ©ãƒ¼ã‚¸ (Laglarge),3,Normal,Mud Fish PokÃ©mon,2,Water,Ground,1.5,81.9,2,Torrent,,Damp,535,100,110,90,85,90,60,45,70,241,Medium Slow,2,Monster,Water 1,87.5,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
310,260,Mega Swampert,Sumpex,ãƒ©ã‚°ãƒ©ãƒ¼ã‚¸ (Laglarge),3,Normal,Mud Fish PokÃ©mon,2,Water,Ground,1.9,102,1,Swift Swim,,,635,100,150,110,95,110,70,45,70,286,Medium Slow,2,Monster,Water 1,87.5,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
311,261,Poochyena,Fiffyen,ãƒãƒã‚¨ãƒŠ (Pochiena),3,Normal,Bite PokÃ©mon,1,Dark,,0.5,13.6,3,Run Away,Quick Feet,Rattled,220,35,55,35,30,30,35,255,70,56,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
312,262,Mightyena,Magnayen,ã‚°ãƒ©ã‚¨ãƒŠ (Graena),3,Normal,Bite PokÃ©mon,1,Dark,,1,37,3,Intimidate,Quick Feet,Moxie,420,70,90,70,60,60,70,127,70,147,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
313,263,Zigzagoon,Zigzachs,ã‚¸ã‚°ã‚¶ã‚°ãƒž (Jiguzaguma),3,Normal,TinyRaccoon PokÃ©mon,1,Normal,,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,255,70,56,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
314,263,Galarian Zigzagoon,Zigzachs,ã‚¸ã‚°ã‚¶ã‚°ãƒž (Jiguzaguma),3,Normal,Tiny Raccoon PokÃ©mon,2,Dark,Normal,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240,38,30,41,30,41,60,,,,Medium Fast,1,Field,,,15,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
315,264,Linoone,Geradaks,ãƒžãƒƒã‚¹ã‚°ãƒž (Massuguma),3,Normal,Rushing PokÃ©mon,1,Normal,,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,90,70,147,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
316,264,Galarian Linoone,Geradaks,ãƒžãƒƒã‚¹ã‚°ãƒž (Massuguma),3,Normal,Rushing PokÃ©mon,2,Dark,Normal,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420,78,70,61,50,61,100,,,,Medium Fast,1,Field,,,15,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
317,265,Wurmple,Waumpel,ã‚±ãƒ ãƒƒã‚½ (Kemusso),3,Normal,Worm PokÃ©mon,1,Bug,,0.3,3.6,2,Shield Dust,,Run Away,195,45,45,35,20,30,20,255,70,56,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
318,266,Silcoon,Schaloko,ã‚«ãƒ©ã‚µãƒªã‚¹ (Karasalis),3,Normal,Cocoon PokÃ©mon,1,Bug,,0.6,10,1,Shed Skin,,,205,50,35,55,25,25,15,120,70,72,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
319,267,Beautifly,Papinella,ã‚¢ã‚²ãƒãƒ³ãƒˆ (Agehunt),3,Normal,Butterfly PokÃ©mon,2,Bug,Flying,1,28.4,2,Swarm,,Rivalry,395,60,70,50,100,50,65,45,70,178,Medium Fast,1,Bug,,50,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
320,268,Cascoon,Panekon,ãƒžãƒ¦ãƒ«ãƒ‰ (Mayuld),3,Normal,Cocoon PokÃ©mon,1,Bug,,0.7,11.5,1,Shed Skin,,,205,50,35,55,25,25,15,120,70,72,Medium Fast,1,Bug,,50,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
321,269,Dustox,Pudox,ãƒ‰ã‚¯ã‚±ã‚¤ãƒ« (Dokucale),3,Normal,Poison Moth PokÃ©mon,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,385,60,50,70,50,90,65,45,70,173,Medium Fast,1,Bug,,50,15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
322,270,Lotad,Loturzel,ãƒã‚¹ãƒœãƒ¼ (Hassboh),3,Normal,Water Weed PokÃ©mon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,220,40,30,30,40,50,30,255,70,44,Medium Slow,2,Grass,Water 1,50,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
323,271,Lombre,Lombrero,ãƒã‚¹ãƒ–ãƒ¬ãƒ­ (Hasubrero),3,Normal,Jolly PokÃ©mon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,340,60,50,50,60,70,50,120,70,119,Medium Slow,2,Grass,Water 1,50,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
324,272,Ludicolo,Kappalores,ãƒ«ãƒ³ãƒ‘ãƒƒãƒ‘ (Runpappa),3,Normal,Carefree PokÃ©mon,2,Water,Grass,1.5,55,3,Swift Swim,Rain Dish,Own Tempo,480,80,70,70,90,100,70,45,70,216,Medium Slow,2,Grass,Water 1,50,15,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
325,273,Seedot,Samurzel,ã‚¿ãƒãƒœãƒ¼ (Taneboh),3,Normal,Acorn PokÃ©mon,1,Grass,,0.5,4,3,Chlorophyll,Early Bird,Pickpocket,220,40,40,50,30,30,30,255,70,44,Medium Slow,2,Field,Grass,50,15,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
326,274,Nuzleaf,Blanas,ã‚³ãƒŽãƒãƒŠ (Konohana),3,Normal,Wily PokÃ©mon,2,Grass,Dark,1,28,3,Chlorophyll,Early Bird,Pickpocket,340,70,70,40,60,40,60,120,70,119,Medium Slow,2,Field,Grass,50,15,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
327,275,Shiftry,Tengulist,ãƒ€ãƒ¼ãƒ†ãƒ³ã‚° (Dirteng),3,Normal,Wicked PokÃ©mon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480,90,100,60,90,60,80,45,70,216,Medium Slow,2,Field,Grass,50,15,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
328,276,Taillow,Schwalbini,ã‚¹ãƒãƒ¡ (Subame),3,Normal,TinySwallow PokÃ©mon,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,270,40,55,30,30,30,85,200,70,54,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
329,277,Swellow,Schwalboss,ã‚ªã‚ªã‚¹ãƒãƒ¡ (Ohsubame),3,Normal,Swallow PokÃ©mon,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,455,60,85,60,75,50,125,45,70,159,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
330,278,Wingull,Wingull,ã‚­ãƒ£ãƒ¢ãƒ¡ (Camome),3,Normal,Seagull PokÃ©mon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,270,40,30,30,55,30,85,190,70,54,Medium Fast,2,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
331,279,Pelipper,Pelipper,ãƒšãƒªãƒƒãƒ‘ãƒ¼ (Pelipper),3,Normal,Water Bird PokÃ©mon,2,Water,Flying,1.2,28,3,Keen Eye,Drizzle,Rain Dish,440,60,50,100,95,70,65,45,70,154,Medium Fast,2,Flying,Water 1,50,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
332,280,Ralts,Trasla,ãƒ©ãƒ«ãƒˆã‚¹ (Ralts),3,Normal,Feeling PokÃ©mon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,198,28,25,25,45,35,40,235,35,40,Slow,2,Amorphous,Human-Like,50,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
333,281,Kirlia,Kirlia,ã‚­ãƒ«ãƒªã‚¢ (Kirlia),3,Normal,Emotion PokÃ©mon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,278,38,35,35,65,55,50,120,35,97,Slow,2,Amorphous,Human-Like,50,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
334,282,Gardevoir,Guardevoir,ã‚µãƒ¼ãƒŠã‚¤ãƒˆ (Sirnight),3,Normal,Embrace PokÃ©mon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,518,68,65,65,125,115,80,45,35,233,Slow,2,Amorphous,Human-Like,50,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
335,282,Mega Gardevoir,Guardevoir,ã‚µãƒ¼ãƒŠã‚¤ãƒˆ (Sirnight),3,Normal,Embrace PokÃ©mon,2,Psychic,Fairy,1.6,48.4,1,Pixilate,,,618,68,85,65,165,135,100,45,35,278,Slow,1,Amorphous,,50,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
336,283,Surskit,Gehweiher,ã‚¢ãƒ¡ã‚¿ãƒž (Ametama),3,Normal,Pond Skater PokÃ©mon,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,269,40,30,32,50,52,65,200,70,54,Medium Fast,2,Bug,Water 1,50,15,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
337,284,Masquerain,Maskeregen,ã‚¢ãƒ¡ãƒ¢ãƒ¼ã‚¹ (Amemoth),3,Normal,Eyeball PokÃ©mon,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,454,70,60,62,100,82,80,75,70,159,Medium Fast,2,Bug,Water 1,50,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
338,285,Shroomish,Knilz,ã‚­ãƒŽã‚³ã‚³ (Kinococo),3,Normal,Mushroom PokÃ©mon,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,295,60,40,60,40,60,35,255,70,59,Fluctuating,2,Fairy,Grass,50,15,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
339,286,Breloom,Kapilz,ã‚­ãƒŽã‚¬ãƒƒã‚µ (Kinogassa),3,Normal,Mushroom PokÃ©mon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,460,60,130,80,60,60,70,90,70,161,Fluctuating,2,Fairy,Grass,50,15,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
340,287,Slakoth,Bummelz,ãƒŠãƒžã‚±ãƒ­ (Namakero),3,Normal,Slacker PokÃ©mon,1,Normal,,0.8,24,1,Truant,,,280,60,60,60,35,35,30,255,70,56,Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
341,288,Vigoroth,Muntier,ãƒ¤ãƒ«ã‚­ãƒ¢ãƒŽ (Yarukimono),3,Normal,Wild Monkey PokÃ©mon,1,Normal,,1.4,46.5,1,Vital Spirit,,,440,80,80,80,55,55,90,120,70,154,Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
342,289,Slaking,Letarking,ã‚±ãƒƒã‚­ãƒ³ã‚° (Kekking),3,Normal,Lazy PokÃ©mon,1,Normal,,2,130.5,1,Truant,,,670,150,160,100,95,65,100,45,70,252,Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
343,290,Nincada,Nincada,ãƒ„ãƒãƒ‹ãƒ³ (Tutinin),3,Normal,Trainee PokÃ©mon,2,Bug,Ground,0.5,5.5,2,Compound Eyes,,Run Away,266,31,45,90,30,30,40,255,70,53,Erratic,1,Bug,,50,15,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
344,291,Ninjask,Ninjask,ãƒ†ãƒƒã‚«ãƒ‹ãƒ³ (Tekkanin),3,Normal,Ninja PokÃ©mon,2,Bug,Flying,0.8,12,2,Speed Boost,,Infiltrator,456,61,90,45,50,50,160,120,70,160,Erratic,1,Bug,,50,15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
345,292,Shedinja,Ninjatom,ãƒŒã‚±ãƒ‹ãƒ³ (Nukenin),3,Normal,Shed PokÃ©mon,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,,,236,1,90,45,30,30,40,45,70,83,Erratic,1,Mineral,,,15,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0
346,293,Whismur,Flurmel,ã‚´ãƒ‹ãƒ§ãƒ‹ãƒ§ (Gonyonyo),3,Normal,Whisper PokÃ©mon,1,Normal,,0.6,16.3,2,Soundproof,,Rattled,240,64,51,23,51,23,28,190,70,48,Medium Slow,2,Field,Monster,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
347,294,Loudred,Krakeelo,ãƒ‰ã‚´ãƒ¼ãƒ  (Dogohmb),3,Normal,Big Voice PokÃ©mon,1,Normal,,1,40.5,2,Soundproof,,Scrappy,360,84,71,43,71,43,48,120,70,126,Medium Slow,2,Field,Monster,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
348,295,Exploud,Krawumms,ãƒã‚¯ã‚ªãƒ³ã‚° (Bakuong),3,Normal,Loud Noise PokÃ©mon,1,Normal,,1.5,84,2,Soundproof,,Scrappy,490,104,91,63,91,73,68,45,70,221,Medium Slow,2,Field,Monster,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
349,296,Makuhita,Makuhita,ãƒžã‚¯ãƒŽã‚·ã‚¿ (Makunoshita),3,Normal,Guts PokÃ©mon,1,Fighting,,1,86.4,3,Thick Fat,Guts,Sheer Force,237,72,60,30,20,30,25,180,70,47,Fluctuating,1,Human-Like,,75,20,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
350,297,Hariyama,Hariyama,ãƒãƒªãƒ†ãƒ¤ãƒž (Hariteyama),3,Normal,Arm Thrust PokÃ©mon,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474,144,120,60,40,60,50,200,70,166,Fluctuating,1,Human-Like,,75,20,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
